Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1648214357.4698248,0.061019054800272,-0.01730649266391993,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.4698808,0.061019054800272,-0.008567102160304787,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.469903,0.06538874879479409,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.490454,0.06977405324578287,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.5095365,0.06977405324578287,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.5095472,0.07414374724030495,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.5295377,0.08288314193487169,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.5497098,0.1003619246184826,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.5699008,0.11347101330757142,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.5699112,0.14844417572021487,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.5900054,0.1834017410874367,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6099339,0.19652643352746965,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6099691,0.2271143049001694,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.629832,0.2445930808782578,-0.0,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.62986,0.25770218968391423,0.017322099767625335,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6496904,0.25770218968391423,0.017322099767625335,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6498077,0.26208746731281285,0.017322099767625335,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6502562,0.2664571881294251,0.021691795438528064,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6698918,0.2708268821239472,0.026061491109430793,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6897953,0.2708268821239472,0.026061491109430793,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6898258,0.2708268821239472,0.026061491109430793,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6900506,0.2708268821239472,0.026061491109430793,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.6900592,0.2708268821239472,0.030431186780333522,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
